"engine.time","ikr.IKr","membrane.V"
 1.37001334075334104e+05, 1.37469440001449700e-01,-8.00000000000000000e+01
 1.37001442047403572e+05, 1.38088574872160780e-01,-8.00000000000000000e+01
 1.37001550019473041e+05, 1.38476684726595606e-01,-8.00000000000000000e+01
 1.37001657991542510e+05, 1.38687829183435030e-01,-8.00000000000000000e+01
 1.37001852835235710e+05, 1.38750714116554763e-01,-8.00000000000000000e+01
 1.37002047678928910e+05, 1.38541903469874050e-01,-8.00000000000000000e+01
 1.37002242522622109e+05, 1.38161638438394269e-01,-8.00000000000000000e+01
 1.37002437366315309e+05, 1.37672695757909802e-01,-8.00000000000000000e+01
 1.37002632210008509e+05, 1.37119910336116313e-01,-8.00000000000000000e+01
 1.37002827053701709e+05, 1.36532876205655185e-01,-8.00000000000000000e+01
 1.37003021897394909e+05, 1.35926731333407297e-01,-8.00000000000000000e+01
 1.37003317276489630e+05, 1.34987954183896613e-01,-8.00000000000000000e+01
 1.37003612655584351e+05, 1.34036837536911313e-01,-8.00000000000000000e+01
 1.37003908034679072e+05, 1.33082062668030160e-01,-8.00000000000000000e+01
 1.37004203413773794e+05, 1.32130359107386880e-01,-8.00000000000000000e+01
 1.37004498792868515e+05, 1.31185059595553155e-01,-8.00000000000000000e+01
 1.37004983009461983e+05, 1.29650328326975928e-01,-8.00000000000000000e+01
 1.37005467226055451e+05, 1.28132244850558713e-01,-8.00000000000000000e+01
 1.37005951442648919e+05, 1.26629818223476243e-01,-8.00000000000000000e+01
 1.37006435659242386e+05, 1.25144451429951925e-01,-8.00000000000000000e+01
 1.37006919875835854e+05, 1.23677333644751655e-01,-8.00000000000000000e+01
 1.37008218424490857e+05, 1.19828344562348421e-01,-8.00000000000000000e+01
 1.37009516973145859e+05, 1.16101178526754875e-01,-8.00000000000000000e+01
 1.37010815521800861e+05, 1.12490956237408082e-01,-8.00000000000000000e+01
 1.37012114070455864e+05, 1.08993310768340568e-01,-8.00000000000000000e+01
 1.37014280326282576e+05, 1.03400162773890969e-01,-8.00000000000000000e+01
 1.37016446582109289e+05, 9.80958391255634388e-02,-8.00000000000000000e+01
 1.37018612837936002e+05, 9.30654590857022956e-02,-8.00000000000000000e+01
 1.37020779093762714e+05, 8.82947852522441012e-02,-8.00000000000000000e+01
 1.37024959696732723e+05, 7.97733937047000186e-02,-8.00000000000000000e+01
 1.37029140299702733e+05, 7.20803081285937564e-02,-8.00000000000000000e+01
 1.37033320902672742e+05, 6.51339495084398562e-02,-8.00000000000000000e+01
 1.37037501505642751e+05, 5.88613865921292986e-02,-8.00000000000000000e+01
 1.37041682108612760e+05, 5.31972733144145810e-02,-8.00000000000000000e+01
 1.37045862711582769e+05, 4.80825828850241846e-02,-8.00000000000000000e+01
 1.37050043314552779e+05, 4.34638315805520731e-02,-8.00000000000000000e+01
 1.37056408735318866e+05, 3.72758202136644554e-02,-8.00000000000000000e+01
 1.37062774156084954e+05, 3.19761833209053423e-02,-8.00000000000000000e+01
 1.37069139576851041e+05, 2.74369027976161285e-02,-8.00000000000000000e+01
 1.37075504997617129e+05, 2.35484925709889513e-02,-8.00000000000000000e+01
 1.37081870418383216e+05, 2.02171295157522052e-02,-8.00000000000000000e+01
 1.37088235839149304e+05, 1.73624703462679254e-02,-8.00000000000000000e+01
 1.37094601259915391e+05, 1.49158054232430368e-02,-8.00000000000000000e+01
 1.37100966680681478e+05, 1.28184010461273139e-02,-8.00000000000000000e+01
 1.37111210357590491e+05, 1.00517979358813250e-02,-8.00000000000000000e+01
 1.37121454034499504e+05, 7.88995007940798687e-03,-8.00000000000000000e+01
 1.37131697711408517e+05, 6.20049741443600734e-03,-8.00000000000000000e+01
 1.37141941388317529e+05, 4.87999248727394828e-03,-8.00000000000000000e+01
 1.37152185065226542e+05, 3.84677396701076351e-03,-8.00000000000000000e+01
 1.37162428742135555e+05, 3.03704251390969193e-03,-8.00000000000000000e+01
 1.37172672419044568e+05, 2.40171134241891869e-03,-8.00000000000000000e+01
 1.37182916095953580e+05, 1.90295126388084551e-03,-8.00000000000000000e+01
 1.37193159772862593e+05, 1.51114742165700164e-03,-8.00000000000000000e+01
 1.37203403449771606e+05, 1.20294275657790170e-03,-8.00000000000000000e+01
 1.37213647126680618e+05, 9.60081606141407139e-04,-8.00000000000000000e+01
 1.37223890803589631e+05, 7.68441146832187167e-04,-8.00000000000000000e+01
 1.37234134480498644e+05, 6.17057082688461829e-04,-8.00000000000000000e+01
 1.37254197062738531e+05, 4.06351261018216101e-04,-8.00000000000000000e+01
 1.37268298755883065e+05, 3.06105028387159903e-04,-8.00000000000000000e+01
 1.37282400449027598e+05, 2.32595994529290428e-04,-8.00000000000000000e+01
 1.37296502142172132e+05, 1.78543029071727584e-04,-8.00000000000000000e+01
 1.37310603835316666e+05, 1.38821179708688487e-04,-8.00000000000000000e+01
 1.37324705528461200e+05, 1.09548881644930390e-04,-8.00000000000000000e+01
 1.37338807221605734e+05, 8.77941471539787877e-05,-8.00000000000000000e+01
 1.37352908914750267e+05, 7.14933520863670615e-05,-8.00000000000000000e+01
 1.37367010607894801e+05, 5.92456207837977793e-05,-8.00000000000000000e+01
 1.37381112301039335e+05, 5.00382701237458042e-05,-8.00000000000000000e+01
 1.37395213994183869e+05, 4.30825957103785870e-05,-8.00000000000000000e+01
 1.37409315687328402e+05, 3.77789105390921939e-05,-8.00000000000000000e+01
 1.37423417380472936e+05, 3.37055236147092526e-05,-8.00000000000000000e+01
 1.37448264432231663e+05, 2.86426044424554155e-05,-8.00000000000000000e+01
 1.37473111483990389e+05, 2.53998835471323813e-05,-8.00000000000000000e+01
 1.37497958535749116e+05, 2.33317940513206821e-05,-8.00000000000000000e+01
 1.37522805587507843e+05, 2.20097134539444815e-05,-8.00000000000000000e+01
 1.37547652639266569e+05, 2.11358769530861713e-05,-8.00000000000000000e+01
 1.37572499691025296e+05, 2.05346744409342703e-05,-8.00000000000000000e+01
 1.37610274742904730e+05, 1.99511362107339212e-05,-8.00000000000000000e+01
 1.37648049794784165e+05, 1.96345236582349405e-05,-8.00000000000000000e+01
 1.37685824846663600e+05, 1.94783453002404260e-05,-8.00000000000000000e+01
 1.37723599898543034e+05, 1.93923616993268278e-05,-8.00000000000000000e+01
 1.37761374950422469e+05, 1.93299095465584216e-05,-8.00000000000000000e+01
 1.37799150002301903e+05, 1.92872496041054849e-05,-8.00000000000000000e+01
 1.37836925054181338e+05, 1.92676762331017658e-05,-8.00000000000000000e+01
 1.37874700106060773e+05, 1.92612419068440206e-05,-8.00000000000000000e+01
 1.37912475157940207e+05, 1.92555072409113538e-05,-8.00000000000000000e+01
 1.37975048514861497e+05, 1.92458625902772380e-05,-8.00000000000000000e+01
 1.38037621871782787e+05, 1.92400953382449912e-05,-8.00000000000000000e+01
 1.38100195228704077e+05, 1.92398771852947378e-05,-8.00000000000000000e+01
 1.38162768585625367e+05, 1.92418866168267170e-05,-8.00000000000000000e+01
 1.38225341942546656e+05, 1.92430018405760706e-05,-8.00000000000000000e+01
 1.38415090626517922e+05, 1.92464918272271501e-05,-8.00000000000000000e+01
 1.38604839310489187e+05, 1.92458038095363093e-05,-8.00000000000000000e+01
 1.38794587994460453e+05, 1.92435533101835649e-05,-8.00000000000000000e+01
 1.38984336678431719e+05, 1.92426241166317375e-05,-8.00000000000000000e+01
 1.39504228336962202e+05, 1.92415606685058453e-05,-8.00000000000000000e+01
 1.40000000000000000e+05, 1.92420520281827160e-05,-8.00000000000000000e+01
 1.40000199262072740e+05, 1.92420545163747550e-05,-8.00000000000000000e+01
 1.40185523001095688e+05, 1.92426349396981322e-05,-8.00000000000000000e+01
 1.40541551005676185e+05, 1.92428049718847930e-05,-8.00000000000000000e+01
 1.41425862866061187e+05, 1.92428341537385038e-05,-8.00000000000000000e+01
 1.42000000000000000e+05, 1.92428345301753650e-05,-8.00000000000000000e+01
 1.42000000047568406e+05, 4.81349246284396796e-04, 4.00000000000000000e+01
 1.42000001376354980e+05, 4.89118362834271283e-04, 4.00000000000000000e+01
 1.42000005188645795e+05, 5.11373547921237649e-04, 4.00000000000000000e+01
 1.42000009000936610e+05, 5.33590258766686917e-04, 4.00000000000000000e+01
 1.42000012813227426e+05, 5.55775080709101509e-04, 4.00000000000000000e+01
 1.42000019217987021e+05, 5.93010906164147559e-04, 4.00000000000000000e+01
 1.42000033127237024e+05, 6.74022457622929709e-04, 4.00000000000000000e+01
 1.42000047036487027e+05, 7.55582675202251075e-04, 4.00000000000000000e+01
 1.42000060945737030e+05, 8.38188842190444030e-04, 4.00000000000000000e+01
 1.42000083126511687e+05, 9.73282963991171945e-04, 4.00000000000000000e+01
 1.42000105307286343e+05, 1.11399912668599943e-03, 4.00000000000000000e+01
 1.42000127488061000e+05, 1.26205968897291371e-03, 4.00000000000000000e+01
 1.42000149668835656e+05, 1.41905397007903293e-03, 4.00000000000000000e+01
 1.42000186902060203e+05, 1.70631886003642908e-03, 4.00000000000000000e+01
 1.42000224135284749e+05, 2.02819627730583402e-03, 4.00000000000000000e+01
 1.42000261368509295e+05, 2.38938296313733920e-03, 4.00000000000000000e+01
 1.42000298601733841e+05, 2.79364248841639917e-03, 4.00000000000000000e+01
 1.42000335834958387e+05, 3.24396947885016241e-03, 4.00000000000000000e+01
 1.42000373068182933e+05, 3.74271097268928134e-03, 4.00000000000000000e+01
 1.42000433287454478e+05, 4.65607811221942225e-03, 4.00000000000000000e+01
 1.42000493506726023e+05, 5.70562788261397627e-03, 4.00000000000000000e+01
 1.42000553725997568e+05, 6.89386010907952051e-03, 4.00000000000000000e+01
 1.42000613945269113e+05, 8.22094806406263243e-03, 4.00000000000000000e+01
 1.42000719060311181e+05, 1.08655715706669435e-02, 4.00000000000000000e+01
 1.42000824175353249e+05, 1.39126879383560196e-02, 4.00000000000000000e+01
 1.42000929290395317e+05, 1.73386086693674037e-02, 4.00000000000000000e+01
 1.42001034405437385e+05, 2.11161788473536970e-02, 4.00000000000000000e+01
 1.42001139520479453e+05, 2.52168109412571305e-02, 4.00000000000000000e+01
 1.42001244635521522e+05, 2.96113747210010117e-02, 4.00000000000000000e+01
 1.42001349750563590e+05, 3.42709246136875187e-02, 4.00000000000000000e+01
 1.42001535099258996e+05, 4.30480293625798219e-02, 4.00000000000000000e+01
 1.42001720447954402e+05, 5.24200554051137205e-02, 4.00000000000000000e+01
 1.42001905796649808e+05, 6.22596580502730867e-02, 4.00000000000000000e+01
 1.42002091145345214e+05, 7.24566207378371935e-02, 4.00000000000000000e+01
 1.42002276494040620e+05, 8.29167608760432856e-02, 4.00000000000000000e+01
 1.42002461842736026e+05, 9.35593275087208548e-02, 4.00000000000000000e+01
 1.42002777485741855e+05, 1.11911501385811837e-01, 4.00000000000000000e+01
 1.42003093128747685e+05, 1.30323287217908590e-01, 4.00000000000000000e+01
 1.42003408771753515e+05, 1.48595733093542876e-01, 4.00000000000000000e+01
 1.42003724414759345e+05, 1.66585820499702580e-01, 4.00000000000000000e+01
 1.42004040057765174e+05, 1.84191157451743193e-01, 4.00000000000000000e+01
 1.42004355700771004e+05, 2.01339971751252733e-01, 4.00000000000000000e+01
 1.42004830456830037e+05, 2.26170924197473255e-01, 4.00000000000000000e+01
 1.42005305212889070e+05, 2.49775469306909415e-01, 4.00000000000000000e+01
 1.42005779968948103e+05, 2.72132575363809914e-01, 4.00000000000000000e+01
 1.42006254725007137e+05, 2.93257007861934371e-01, 4.00000000000000000e+01
 1.42006729481066170e+05, 3.13183774644146484e-01, 4.00000000000000000e+01
 1.42007204237125203e+05, 3.31961186181406465e-01, 4.00000000000000000e+01
 1.42007933425943163e+05, 3.58692751299902135e-01, 4.00000000000000000e+01
 1.42008662614761124e+05, 3.83065708366886137e-01, 4.00000000000000000e+01
 1.42009391803579085e+05, 4.05300085385860043e-01, 4.00000000000000000e+01
 1.42010527715440636e+05, 4.36144554939529250e-01, 4.00000000000000000e+01
 1.42011663627302187e+05, 4.62959492406844364e-01, 4.00000000000000000e+01
 1.42012496497471759e+05, 4.80403735698912926e-01, 4.00000000000000000e+01
 1.42013329367641330e+05, 4.96191519564451233e-01, 4.00000000000000000e+01
 1.42014162237810902e+05, 5.10492091252802260e-01, 4.00000000000000000e+01
 1.42014995107980474e+05, 5.23459359902299082e-01, 4.00000000000000000e+01
 1.42015827978150046e+05, 5.35231163557268297e-01, 4.00000000000000000e+01
 1.42016660848319618e+05, 5.45927111829920042e-01, 4.00000000000000000e+01
 1.42017493718489190e+05, 5.55651253239480392e-01, 4.00000000000000000e+01
 1.42018326588658761e+05, 5.64496872851185549e-01, 4.00000000000000000e+01
 1.42019159458828333e+05, 5.72548650449399954e-01, 4.00000000000000000e+01
 1.42020450195753743e+05, 5.83631863713342303e-01, 4.00000000000000000e+01
 1.42021740932679153e+05, 5.93230508632868636e-01, 4.00000000000000000e+01
 1.42023031669604563e+05, 6.01550813802305462e-01, 4.00000000000000000e+01
 1.42024322406529973e+05, 6.08768232257332120e-01, 4.00000000000000000e+01
 1.42025613143455383e+05, 6.15032445217797319e-01, 4.00000000000000000e+01
 1.42026903880380793e+05, 6.20471870158209149e-01, 4.00000000000000000e+01
 1.42028194617306202e+05, 6.25197119715113603e-01, 4.00000000000000000e+01
 1.42030321140509826e+05, 6.31670744507754733e-01, 4.00000000000000000e+01
 1.42032447663713450e+05, 6.36810000492417982e-01, 4.00000000000000000e+01
 1.42033977868819755e+05, 6.39841818484261138e-01, 4.00000000000000000e+01
 1.42035508073926059e+05, 6.42412115915092508e-01, 4.00000000000000000e+01
 1.42037038279032364e+05, 6.44590781736785856e-01, 4.00000000000000000e+01
 1.42038568484138668e+05, 6.46437461636579225e-01, 4.00000000000000000e+01
 1.42041312920029624e+05, 6.49072582454591651e-01, 4.00000000000000000e+01
 1.42043083227228402e+05, 6.50403261292635704e-01, 4.00000000000000000e+01
 1.42044853534427180e+05, 6.51503913343276175e-01, 4.00000000000000000e+01
 1.42046623841625958e+05, 6.52413519527542896e-01, 4.00000000000000000e+01
 1.42048394148824736e+05, 6.53164759236872561e-01, 4.00000000000000000e+01
 1.42050164456023515e+05, 6.53785453235236624e-01, 4.00000000000000000e+01
 1.42051934763222293e+05, 6.54298645568891502e-01, 4.00000000000000000e+01
 1.42053705070421071e+05, 6.54722966554594388e-01, 4.00000000000000000e+01
 1.42055475377619849e+05, 6.55073631730410444e-01, 4.00000000000000000e+01
 1.42057245684818627e+05, 6.55363363575095503e-01, 4.00000000000000000e+01
 1.42061010667148104e+05, 6.55822230237153025e-01, 4.00000000000000000e+01
 1.42063573763419030e+05, 6.56043799908389458e-01, 4.00000000000000000e+01
 1.42066136859689956e+05, 6.56212682092133570e-01, 4.00000000000000000e+01
 1.42068699955960881e+05, 6.56341100331773397e-01, 4.00000000000000000e+01
 1.42071263052231807e+05, 6.56438302591972112e-01, 4.00000000000000000e+01
 1.42073826148502732e+05, 6.56511861941135977e-01, 4.00000000000000000e+01
 1.42076389244773658e+05, 6.56567763779454139e-01, 4.00000000000000000e+01
 1.42078952341044584e+05, 6.56610337316546722e-01, 4.00000000000000000e+01
 1.42081515437315509e+05, 6.56642662908007990e-01, 4.00000000000000000e+01
 1.42084078533586435e+05, 6.56667124129542423e-01, 4.00000000000000000e+01
 1.42088366663314286e+05, 6.56695311876642096e-01, 4.00000000000000000e+01
 1.42092654793042137e+05, 6.56712828611671240e-01, 4.00000000000000000e+01
 1.42096942922769987e+05, 6.56724005042946590e-01, 4.00000000000000000e+01
 1.42101231052497838e+05, 6.56731388509523839e-01, 4.00000000000000000e+01
 1.42105519182225689e+05, 6.56736202758074095e-01, 4.00000000000000000e+01
 1.42109807311953540e+05, 6.56739173070485682e-01, 4.00000000000000000e+01
 1.42114095441681391e+05, 6.56740971202949164e-01, 4.00000000000000000e+01
 1.42118383571409242e+05, 6.56742131520866912e-01, 4.00000000000000000e+01
 1.42122671701137093e+05, 6.56742918076077320e-01, 4.00000000000000000e+01
 1.42126959830864944e+05, 6.56743419202991507e-01, 4.00000000000000000e+01
 1.42133422521843662e+05, 6.56743851947882429e-01, 4.00000000000000000e+01
 1.42139885212822381e+05, 6.56744068904960288e-01, 4.00000000000000000e+01
 1.42146347903801099e+05, 6.56744166859695166e-01, 4.00000000000000000e+01
 1.42152810594779818e+05, 6.56744200754294738e-01, 4.00000000000000000e+01
 1.42166752513117186e+05, 6.56744225154952010e-01, 4.00000000000000000e+01
