3.985753151405465822e+00,7.333563435852258117e+00
3.372446617778786848e+00,3.139790301347882728e+00
2.556636016241442988e+00,4.343963128494984005e+00
3.888472651907986855e+00,3.452313090593933653e-01
3.950428298422424156e+00,2.311853262818057431e+01
1.365758409521897310e+00,6.632207253551968051e+00
2.859518580149132294e+00,1.267446656161329566e+00
2.972250078658970285e+00,3.950342154740841494e+00
4.289955852593963392e+00,1.040147828586515466e+01
1.802592826918876900e+00,8.501983452975505173e+00
2.093866535030759035e+00,8.941136981660149363e-01
1.820124502075136430e+00,1.452902680724314166e+00
6.540003508421191603e-01,4.970482331804814691e-01
7.854429213779964281e-01,3.956414610928467024e+00
1.471767758583785168e+00,1.045669109730281576e+01
2.079412524015389341e+00,5.195357916339957693e-01
7.313168016811931738e-01,5.047743220271226683e+00
5.956755858215144750e-01,1.002094759669941304e+01
1.579413023550305439e+00,9.687303698576457123e+00
1.008165697556467233e+00,1.696273864517867658e+00
1.457653169377115532e+00,1.131932828202536534e+01
1.346422688881047325e+00,1.099504131366687432e+01
1.097803492122082947e+00,1.291634996466111929e+01
1.431125111320234788e+00,1.390183959944965864e+01
6.452783727534290303e-01,1.293814859374736592e+01
7.457272739798478378e-01,9.318540327948408475e+00
6.977667312713345948e-01,7.169335515959438077e+00
4.738350283515787020e-01,9.437648194031476478e+00
1.125167387225601140e-01,1.180810863285982037e+01
6.851369319639873945e-01,9.348847357935019531e+00
2.167739201982160857e+00,6.532839472911051715e+00
8.355818080869211739e-01,5.107797043360392308e+00
2.538534381982852750e+00,8.788164286832586214e+00
3.901819861401037759e+00,8.541777684248598845e+00
2.169353432058743092e+00,2.972907381110398983e+00
2.120814369615821704e+00,5.659150697685425557e-01
2.383702031513526887e+00,4.373398518417860537e+00
1.639067465016096570e+00,7.785450733245991017e+00
2.071212522058433425e+00,8.928898981475056118e+00
2.644921475620938711e+00,2.272337404445836206e+00
1.640088172900598718e+00,2.949732492786909521e+00
3.860164305514623972e+00,1.731886355929927790e+00
9.517719272282367804e-01,1.703262754944496038e+01
1.184680497227778573e-01,9.306603007966904428e+00
2.360746423398209615e+00,6.348819074265095175e+00
1.874106514539163992e+00,1.349090499695608791e+00
2.788301285057383505e-01,2.427986534349150904e+00
2.342457051141842772e+00,6.023168223574286273e+00
2.203344393081137387e+00,6.876661855106957155e+00
2.513131668624527748e+00,9.395882721937711679e+00
3.255862431021436243e-02,9.430283469388120565e+00
3.712770252896001044e-01,3.662605136425340469e+00
1.153984718166053858e+00,3.612076562793911094e+00
1.521717713289574281e+00,4.478161465208189362e+00
7.497123023522683782e-01,1.342342065891398262e+00
1.237091969068253999e-01,1.306853396158133052e+01
2.512021663956946482e-01,3.702688695568996380e+00
1.219257584662998495e+00,8.558565989604260960e-01
1.541797153780904317e+00,1.222074199546624662e+01
2.229582377335100341e-01,9.454382829930231935e+00
7.334059636605595733e-02,3.390068218258943222e+00
1.105775476490793219e+00,7.839260852977231409e+00
9.663260169881361661e-02,4.033446893749803586e+00
1.155140177015777203e+00,1.017545650153462589e+01
1.330052810808192820e+00,9.443271831990294629e+00
4.215408335856665190e-01,9.838643221937983796e+00
1.817323881550185094e+00,4.407963069977854254e+00
5.847729838124229862e-02,7.706801932870834371e+00
3.805684324858768508e-02,6.503230916034946629e-01
3.584662531671842234e-01,5.417009678512327397e+00
3.882350107617953960e-01,8.988631129412299359e+00
1.470831655027498019e+00,3.751335769200952353e+00
1.600736281974222353e+00,7.724253935462439991e+00
2.337090813070614281e+00,3.300087037958498559e+00
2.493502605277257533e+00,6.918039207737778362e+00
5.557339576787323487e-01,1.319763795110780435e+01
9.791391233775151304e-02,1.534289014559413689e+00
1.254539261592818367e+00,5.835756196093318415e+00
5.854219108314708819e-01,9.919880493329554128e+00
4.431430434129999263e-01,5.358870096796142235e+00
3.313620654670869747e+00,1.129817933667021457e+01
2.651203182600693431e+00,1.430300948119126003e+00
2.003797261677075614e+00,1.473751230727092798e+00
1.332377094714500165e+00,3.593119862167645895e+00
3.234747528084599644e+00,1.125855442727917932e+00
7.546806918385969842e-01,6.626436615451024581e-01
1.675947471878714179e+00,6.852276653782834792e+00
2.968990069036063773e+00,2.427412317114990170e+00
1.616328302589981725e+00,4.013128737711326721e+00
1.883114434106107682e+00,5.201679590264733477e+00
6.067141668179486524e-01,1.081602740075823377e+01
4.132513691391422883e-01,5.438081949423613892e+00
1.135854536372606638e-01,1.380271877718707074e+01
2.070614566444989590e-01,1.226923606995345750e+01
5.507404156672752737e-01,6.582611352574723185e+00
4.373037797098215385e-01,1.411973120618018829e+00
1.699593083921397074e+00,7.182496422240239653e+00
2.141708718822760704e-01,4.035608502659883357e+00
1.220541364942392182e+00,9.242649602087031013e+00
1.071558901035731370e+00,1.052894869268127698e+00
7.437353301165006147e-01,9.513069700151060459e+00
1.350963273037568246e+00,5.925584019681376269e+00
2.420706608545321270e+00,6.971537209004670999e+00
9.885423650745202295e-02,2.944505865648929799e+00
8.307884534169431845e-01,8.438627310542964111e+00
1.948786438288399314e-01,3.447258299789143887e+00
2.043607254979905363e+00,1.005023386960049558e+00
3.214632074169068710e-01,9.873933075956973227e+00
1.000876806452146939e+00,2.647811133527290028e+00
1.414870294721207289e+00,6.374403179549592124e+00
1.642295840491381775e-01,7.487365060950743612e-01
7.577985169464913906e-02,4.541606220863884325e+00
5.176770961120303882e-01,7.388845741529149080e+00
1.613865860270649044e+00,9.241945820059811467e+00
5.471149831696706101e-02,1.104530142654684965e+00
8.073579400787478377e-02,3.551586025565836913e+00
3.499667845504115249e-01,6.636945729438445518e+00
4.108323328814776354e-01,7.530342147085941740e+00
1.549227558967170570e-01,6.574842726956470429e+00
9.344061943594404729e-02,1.122254748366106369e+01
3.245665745262725554e+00,9.281174349010047342e-01
2.816709813525389183e+00,5.037825009449750091e+00
2.279308075445856563e+00,3.094203167834190360e+00
4.354942476199991752e+00,1.172310243127818907e+01
5.210941199070753704e+00,1.260991094397507162e+01
3.957417771260863582e+00,3.831641431295399247e+00
3.581669476611971437e+00,9.205290503011974934e+00
5.483206691220751772e+00,8.081552690793456506e+00
4.762288220996569343e+00,1.044287234703130229e+00
5.320621864418249025e+00,5.104513394662056891e-01
1.011789047208548231e+00,1.058070232156723911e+01
2.011342062869717395e+00,4.348569926058099888e+00
1.327054364169293343e+00,9.492756307975602326e+00
1.427607768396163435e+00,1.154554361712964727e+01
8.653576159923541677e-01,5.157244018741002023e+00
2.454697933135641996e+00,1.258895240075858268e+01
1.813468398982123198e+00,4.321955838632877800e+00
9.474841505883275783e-01,1.042273538188698900e+01
1.930028988481406138e+00,3.380202604621936668e+00
1.038354586150548320e+00,1.504227320096168663e+00
1.611017025226904487e+00,1.082080603884186942e+01
1.175488204789962188e+00,8.482085247500631198e+00
5.644084122631748413e-01,1.206447096420037290e+01
1.121965508985801385e+00,1.446396965334161955e+01
1.128957666589663233e+00,9.326170443841172997e+00
1.096138117408836266e+00,1.395213198452708303e+00
2.317550996618243708e+00,6.007052918048217727e+00
7.078326642429854099e-01,7.548123545919348309e+00
7.116708175416288640e-01,1.624011734564285447e+01
2.185618500287401123e+00,1.196656561035436495e+00
1.608467959967751604e+00,1.266142432423832354e+01
1.799361229943111873e+00,2.343062097317981873e+00
2.572025096237299024e+00,1.369257527376320027e+01
1.626924250989356224e+00,6.151432082628669029e+00
1.247039925922144299e+00,1.114751434164674260e+00
2.261405480343475105e+00,1.817200218310623949e+00
5.067833181971526102e-01,2.092126626976853032e+00
2.824361811339836770e+00,8.187367502646909045e+00
1.998252886278054863e+00,8.164756296355760057e+00
1.200727146617062369e+00,2.277405863166755751e+00
1.007525493800346394e+00,3.534726286815956797e+00
9.992693503684260126e-01,8.025566267569405055e-01
1.143510319675426601e+00,6.675140692836786016e+00
2.933434248278405376e-01,7.264120657631115030e+00
1.011036197901361566e+00,1.444785466529746154e+00
1.266194943385632765e+00,6.589068473649059676e+00
9.629621300656838745e-01,1.504249552406247936e+01
1.022807083774885495e+00,1.605631373606431600e+00
1.643165793956212317e+00,7.375688855812356337e+00
9.698155424502713506e-01,8.866773905759852692e-01
1.735397056093621160e+00,6.397916410295669820e+00
1.270293449353953497e+00,8.515012960046994817e-01
1.946162290070050593e+00,1.039841931160454358e+01
1.670981341404427001e+00,1.142796427612561949e+01
5.132831815714967716e-01,8.085725507580448834e+00
8.200233254932582927e-01,7.641349189678284581e+00
1.375775582449516143e+00,8.728637869140149164e+00
5.997941439379082113e-02,2.805060292175552306e+00
7.105360336503445673e-01,3.011247190635709114e-01
2.386719477618949536e+00,1.184812866087255578e+01
4.496571334769316475e-01,4.078144636991099858e+00
3.323552673220440123e-01,7.529157323918577838e+00
2.337935059145716643e+00,1.074241000442049021e+01
1.137577220988643223e+00,1.050478126333441153e+01
7.910470871649244451e-01,4.573688031542070931e+00
9.230482929602893405e-01,9.116553266458703675e+00
2.525298153119692746e-01,1.613901213183069006e+00
1.619849082196321566e-01,1.083050193020571150e+01
