"time","current","voltage"
 0.00000000000000000e+00, 6.21127196291135142e-06,-8.00000000000000000e+01
 2.50000000000000000e+01, 6.21080859295022076e-06,-8.00000000000000000e+01
 5.00000000000000000e+01, 6.21034713465080988e-06,-8.00000000000000000e+01
 7.50000000000000000e+01, 6.20988567635139899e-06,-8.00000000000000000e+01
 1.00000000000000000e+02, 6.20942421805198895e-06,-8.00000000000000000e+01
 1.25000000000000000e+02, 6.20896275975257891e-06,-8.00000000000000000e+01
 1.50000000000000000e+02, 6.20850130145316717e-06,-8.00000000000000000e+01
 1.75000000000000000e+02, 6.20803984315375713e-06,-8.00000000000000000e+01
 2.00000000000000000e+02, 6.20757838485434709e-06,-8.00000000000000000e+01
 2.25000000000000000e+02, 6.20711692655493621e-06,-8.00000000000000000e+01
 2.50000000000000000e+02, 6.20665546825552363e-06,-8.00000000000000000e+01
 2.75000000000000000e+02, 6.20619400995611358e-06,-8.00000000000000000e+01
 3.00000000000000000e+02, 6.20573255165670354e-06,-8.00000000000000000e+01
 3.25000000000000000e+02, 6.20527109335729266e-06,-8.00000000000000000e+01
 3.50000000000000000e+02, 6.20480963505788177e-06,-8.00000000000000000e+01
 3.75000000000000000e+02, 6.20434817675847088e-06,-8.00000000000000000e+01
 4.00000000000000000e+02, 6.20388671845906084e-06,-8.00000000000000000e+01
 4.25000000000000000e+02, 6.20342526015964995e-06,-8.00000000000000000e+01
 4.50000000000000000e+02, 6.20296380186023907e-06,-8.00000000000000000e+01
 4.75000000000000000e+02, 6.20250234356082733e-06,-8.00000000000000000e+01
 5.00000000000000000e+02, 6.20204088526141814e-06,-8.00000000000000000e+01
 5.25000000000000000e+02, 6.20157942696200640e-06,-8.00000000000000000e+01
 5.50000000000000000e+02, 6.20111796866259552e-06,-8.00000000000000000e+01
 5.75000000000000000e+02, 6.20065651036318463e-06,-8.00000000000000000e+01
 6.00000000000000000e+02, 6.20019505206377459e-06,-8.00000000000000000e+01
 6.25000000000000000e+02, 6.19973359376436370e-06,-8.00000000000000000e+01
 6.50000000000000000e+02, 6.19927213546495281e-06,-8.00000000000000000e+01
 6.75000000000000000e+02, 6.19881067716554277e-06,-8.00000000000000000e+01
 7.00000000000000000e+02, 6.19854932924107376e-06,-8.00000000000000000e+01
 7.25000000000000000e+02, 6.19845900813847336e-06,-8.00000000000000000e+01
