"time","current","voltage"
 0.00000000000000000e+00, 8.30177627247829513e-07,-8.00000000000000000e+01
 2.50000000000000000e+01, 8.30295457059757064e-07,-8.00000000000000000e+01
 5.00000000000000000e+01, 8.30413016022249985e-07,-8.00000000000000000e+01
 7.50000000000000000e+01, 8.30530574984743012e-07,-8.00000000000000000e+01
 1.00000000000000000e+02, 8.30648133947236039e-07,-8.00000000000000000e+01
 1.25000000000000000e+02, 8.30765692909728960e-07,-8.00000000000000000e+01
 1.50000000000000000e+02, 8.30883251872221881e-07,-8.00000000000000000e+01
 1.75000000000000000e+02, 8.31000810834714908e-07,-8.00000000000000000e+01
 2.00000000000000000e+02, 8.31118369797207935e-07,-8.00000000000000000e+01
 2.25000000000000000e+02, 8.31235928759700750e-07,-8.00000000000000000e+01
 2.50000000000000000e+02, 8.31353487722193883e-07,-8.00000000000000000e+01
 2.75000000000000000e+02, 8.31471046684686804e-07,-8.00000000000000000e+01
 3.00000000000000000e+02, 8.31588605647179725e-07,-8.00000000000000000e+01
 3.25000000000000000e+02, 8.31706164609672752e-07,-8.00000000000000000e+01
 3.50000000000000000e+02, 8.31823723572165673e-07,-8.00000000000000000e+01
 3.75000000000000000e+02, 8.31941282534658594e-07,-8.00000000000000000e+01
 4.00000000000000000e+02, 8.32058841497151726e-07,-8.00000000000000000e+01
 4.25000000000000000e+02, 8.32176400459644859e-07,-8.00000000000000000e+01
 4.50000000000000000e+02, 8.32293959422137780e-07,-8.00000000000000000e+01
 4.75000000000000000e+02, 8.32411518384630807e-07,-8.00000000000000000e+01
 5.00000000000000000e+02, 8.32529077347123728e-07,-8.00000000000000000e+01
 5.25000000000000000e+02, 8.32646636309616649e-07,-8.00000000000000000e+01
 5.50000000000000000e+02, 8.32764195272109676e-07,-8.00000000000000000e+01
 5.75000000000000000e+02, 8.32881754234602597e-07,-8.00000000000000000e+01
 6.00000000000000000e+02, 8.32999313197095518e-07,-8.00000000000000000e+01
 6.25000000000000000e+02, 8.33116872159588545e-07,-8.00000000000000000e+01
 6.50000000000000000e+02, 8.33234431122081572e-07,-8.00000000000000000e+01
 6.75000000000000000e+02, 8.33351990084574387e-07,-8.00000000000000000e+01
 7.00000000000000000e+02, 8.33418506521537285e-07,-8.00000000000000000e+01
 7.25000000000000000e+02, 8.33441398828946854e-07,-8.00000000000000000e+01
 7.50000000000000000e+02, 8.33464291136356742e-07,-8.00000000000000000e+01
 7.75000000000000000e+02, 8.33487183443766311e-07,-8.00000000000000000e+01
 8.00000000000000000e+02, 8.33510075751175987e-07,-8.00000000000000000e+01
 8.25000000000000000e+02, 8.33532968058585768e-07,-8.00000000000000000e+01
 8.50000000000000000e+02, 8.33555860365995232e-07,-8.00000000000000000e+01
 8.75000000000000000e+02, 8.33578752673405225e-07,-8.00000000000000000e+01
 9.00000000000000000e+02, 8.33601644980814689e-07,-8.00000000000000000e+01
 9.25000000000000000e+02, 8.33624537288224364e-07,-8.00000000000000000e+01
 9.50000000000000000e+02, 8.33647429595634252e-07,-8.00000000000000000e+01
 9.75000000000000000e+02, 8.33670321903043821e-07,-8.00000000000000000e+01
 1.00000000000000000e+03, 8.33693214210453497e-07,-8.00000000000000000e+01
 1.02500000000000000e+03, 8.33716106517863172e-07,-8.00000000000000000e+01
 1.05000000000000000e+03, 8.33738998825272848e-07,-8.00000000000000000e+01
 1.07500000000000000e+03, 8.33761891132682629e-07,-8.00000000000000000e+01
 1.10000000000000000e+03, 8.33784783440092305e-07,-8.00000000000000000e+01
 1.12500000000000000e+03, 8.33807675747501980e-07,-8.00000000000000000e+01
 1.15000000000000000e+03, 8.33830568054911761e-07,-8.00000000000000000e+01
 1.17500000000000000e+03, 8.33853460362321225e-07,-8.00000000000000000e+01
 1.20000000000000000e+03, 8.33876352669730901e-07,-8.00000000000000000e+01
 1.22500000000000000e+03, 8.33899244977140682e-07,-8.00000000000000000e+01
 1.25000000000000000e+03, 8.33922137284550358e-07,-8.00000000000000000e+01
 1.27500000000000000e+03, 8.33945029591960139e-07,-8.00000000000000000e+01
 1.30000000000000000e+03, 8.33967921899369814e-07,-8.00000000000000000e+01
 1.32500000000000000e+03, 8.33990814206779384e-07,-8.00000000000000000e+01
 1.35000000000000000e+03, 8.34013706514189059e-07,-8.00000000000000000e+01
 1.37500000000000000e+03, 8.34036598821598735e-07,-8.00000000000000000e+01
 1.40000000000000000e+03, 8.34059491129008305e-07,-8.00000000000000000e+01
 1.42500000000000000e+03, 8.34082383436418192e-07,-8.00000000000000000e+01
 1.45000000000000000e+03, 8.34105275743827761e-07,-8.00000000000000000e+01
 1.47500000000000000e+03, 8.34128168051237543e-07,-8.00000000000000000e+01
 1.50000000000000000e+03, 8.34151060358647218e-07,-8.00000000000000000e+01
 1.52500000000000000e+03, 8.34173952666056682e-07,-8.00000000000000000e+01
 1.55000000000000000e+03, 8.34196844973466569e-07,-8.00000000000000000e+01
 1.57500000000000000e+03, 8.34219737280876139e-07,-8.00000000000000000e+01
 1.60000000000000000e+03, 8.34242629588285814e-07,-8.00000000000000000e+01
 1.62500000000000000e+03, 8.34265521895695596e-07,-8.00000000000000000e+01
 1.65000000000000000e+03, 8.34288414203105271e-07,-8.00000000000000000e+01
 1.67500000000000000e+03, 8.34311306510514947e-07,-8.00000000000000000e+01
 1.70000000000000000e+03, 8.34334198817924516e-07,-8.00000000000000000e+01
 1.72500000000000000e+03, 8.34357091125334192e-07,-8.00000000000000000e+01
 1.75000000000000000e+03, 8.34379983432743973e-07,-8.00000000000000000e+01
 1.77500000000000000e+03, 8.34402875740153649e-07,-8.00000000000000000e+01
 1.80000000000000000e+03, 8.34425768047563324e-07,-8.00000000000000000e+01
 1.82500000000000000e+03, 8.34448660354973000e-07,-8.00000000000000000e+01
 1.85000000000000000e+03, 8.34471552662382569e-07,-8.00000000000000000e+01
 1.87500000000000000e+03, 8.34494444969792457e-07,-8.00000000000000000e+01
 1.90000000000000000e+03, 8.34517337277202026e-07,-8.00000000000000000e+01
 1.92500000000000000e+03, 8.34540229584611702e-07,-8.00000000000000000e+01
 1.95000000000000000e+03, 8.34563121892021589e-07,-8.00000000000000000e+01
 1.97500000000000000e+03, 8.34586014199431053e-07,-8.00000000000000000e+01
 2.00000000000000000e+03,-2.53362909419861743e-06,-1.00000000000000000e+02
 2.02500000000000000e+03,-2.45886709814508971e-06,-1.00000000000000000e+02
 2.05000000000000000e+03,-2.38419131811761522e-06,-1.00000000000000000e+02
 2.07500000000000000e+03,-2.30951553809014073e-06,-1.00000000000000000e+02
 2.10000000000000000e+03,-2.23483975806266624e-06,-1.00000000000000000e+02
 2.12500000000000000e+03,-2.16016397803519175e-06,-1.00000000000000000e+02
 2.15000000000000000e+03,-2.08548819800771726e-06,-1.00000000000000000e+02
 2.17500000000000000e+03,-2.01081241798024277e-06,-1.00000000000000000e+02
 2.20000000000000000e+03,-1.94357944710897333e-06,-1.00000000000000000e+02
 2.22500000000000000e+03,-1.88087789249027847e-06,-1.00000000000000000e+02
 2.25000000000000000e+03,-1.81957752909835262e-06,-1.00000000000000000e+02
 2.27500000000000000e+03,-1.75967835693319664e-06,-1.00000000000000000e+02
 2.30000000000000000e+03,-1.70118037599480925e-06,-1.00000000000000000e+02
 2.32500000000000000e+03,-1.64408358628319194e-06,-1.00000000000000000e+02
 2.35000000000000000e+03,-1.58838798779834364e-06,-1.00000000000000000e+02
 2.37500000000000000e+03,-1.53409358054026521e-06,-1.00000000000000000e+02
 2.40000000000000000e+03,-1.48120036450895536e-06,-1.00000000000000000e+02
 2.42500000000000000e+03,-1.42970833970441538e-06,-1.00000000000000000e+02
 2.45000000000000000e+03,-1.37961750612664463e-06,-1.00000000000000000e+02
 2.47500000000000000e+03,-1.33092786377564310e-06,-1.00000000000000000e+02
 2.50000000000000000e+03,-1.28363941265141123e-06,-1.00000000000000000e+02
 2.52500000000000000e+03,-1.23775215275394858e-06,-1.00000000000000000e+02
 2.55000000000000000e+03,-1.19326608408325537e-06,-1.00000000000000000e+02
 2.57500000000000000e+03,-1.14980788324063051e-06,-1.00000000000000000e+02
 2.60000000000000000e+03,-1.10769426752877838e-06,-1.00000000000000000e+02
 2.62500000000000000e+03,-1.06693317423784300e-06,-1.00000000000000000e+02
 2.65000000000000000e+03,-1.02752460336782480e-06,-1.00000000000000000e+02
 2.67500000000000000e+03,-9.89468554918723779e-07,-1.00000000000000000e+02
 2.70000000000000000e+03,-9.52765028890539515e-07,-1.00000000000000000e+02
 2.72500000000000000e+03,-9.17414025283272643e-07,-1.00000000000000000e+02
 2.75000000000000000e+03,-8.83415544096922527e-07,-1.00000000000000000e+02
 2.77500000000000000e+03,-8.50769585331489485e-07,-1.00000000000000000e+02
 2.80000000000000000e+03,-8.19476148986973517e-07,-1.00000000000000000e+02
 2.82500000000000000e+03,-7.89535235063374410e-07,-1.00000000000000000e+02
 2.85000000000000000e+03,-7.60946843560692484e-07,-1.00000000000000000e+02
 2.87500000000000000e+03,-7.33710974478927737e-07,-1.00000000000000000e+02
 2.90000000000000000e+03,-7.07827627818079747e-07,-1.00000000000000000e+02
 2.92500000000000000e+03,-6.79836971382970597e-07,-1.00000000000000000e+02
 2.95000000000000000e+03,-6.43324507764413999e-07,-1.00000000000000000e+02
