"time","current","voltage"
 0.00000000000000000e+00, 3.98410585685994036e-04,-8.00000000000000000e+01
 2.50000000000000000e+01, 3.98410665791929918e-04,-8.00000000000000000e+01
 5.00000000000000000e+01, 3.98410744049573881e-04,-8.00000000000000000e+01
 7.50000000000000000e+01, 3.98410822307217736e-04,-8.00000000000000000e+01
 1.00000000000000000e+02, 3.98410900564861699e-04,-8.00000000000000000e+01
 1.25000000000000000e+02, 3.98410978822505662e-04,-8.00000000000000000e+01
 1.50000000000000000e+02, 3.98411057080149463e-04,-8.00000000000000000e+01
 1.75000000000000000e+02, 3.98411135337793426e-04,-8.00000000000000000e+01
 2.00000000000000000e+02, 3.98411213595437227e-04,-8.00000000000000000e+01
 2.25000000000000000e+02, 3.98411291853081190e-04,-8.00000000000000000e+01
 2.50000000000000000e+02, 3.98411370110725099e-04,-8.00000000000000000e+01
 2.75000000000000000e+02, 3.98411448368369008e-04,-8.00000000000000000e+01
 3.00000000000000000e+02, 3.98411526626012917e-04,-8.00000000000000000e+01
 3.25000000000000000e+02, 3.98411604883656880e-04,-8.00000000000000000e+01
 3.50000000000000000e+02, 3.98411683141300789e-04,-8.00000000000000000e+01
 3.75000000000000000e+02, 3.98411761398944643e-04,-8.00000000000000000e+01
 4.00000000000000000e+02, 3.98411839656588607e-04,-8.00000000000000000e+01
 4.25000000000000000e+02, 3.98411917914232461e-04,-8.00000000000000000e+01
 4.50000000000000000e+02, 3.98411996171876425e-04,-8.00000000000000000e+01
 4.75000000000000000e+02, 3.98412074429520225e-04,-8.00000000000000000e+01
 5.00000000000000000e+02, 3.98412152687164188e-04,-8.00000000000000000e+01
 5.25000000000000000e+02, 3.98412230944808151e-04,-8.00000000000000000e+01
 5.50000000000000000e+02, 3.98412309202452006e-04,-8.00000000000000000e+01
 5.75000000000000000e+02, 3.98412387460095969e-04,-8.00000000000000000e+01
 6.00000000000000000e+02, 3.98412449394920805e-04,-8.00000000000000000e+01
 6.25000000000000000e+02, 3.98412452200349113e-04,-8.00000000000000000e+01
 6.50000000000000000e+02, 3.98412455005777311e-04,-8.00000000000000000e+01
 6.75000000000000000e+02, 3.98412457811205619e-04,-8.00000000000000000e+01
 7.00000000000000000e+02, 3.98412460616633872e-04,-8.00000000000000000e+01
 7.25000000000000000e+02, 3.98412463422062179e-04,-8.00000000000000000e+01
 7.50000000000000000e+02, 3.98412466227490432e-04,-8.00000000000000000e+01
 7.75000000000000000e+02, 3.98412469032918630e-04,-8.00000000000000000e+01
 8.00000000000000000e+02, 3.98412471838346938e-04,-8.00000000000000000e+01
 8.25000000000000000e+02, 3.98412474643775245e-04,-8.00000000000000000e+01
 8.50000000000000000e+02, 3.98412477449203498e-04,-8.00000000000000000e+01
 8.75000000000000000e+02, 3.98412480254631697e-04,-8.00000000000000000e+01
 9.00000000000000000e+02, 3.98412483060060004e-04,-8.00000000000000000e+01
 9.25000000000000000e+02, 3.98412485865488257e-04,-8.00000000000000000e+01
 9.50000000000000000e+02, 3.98412488670916564e-04,-8.00000000000000000e+01
 9.75000000000000000e+02, 3.98412491476344817e-04,-8.00000000000000000e+01
 1.00000000000000000e+03, 3.98412494281773070e-04,-8.00000000000000000e+01
 1.02500000000000000e+03, 3.98412497087201323e-04,-8.00000000000000000e+01
 1.05000000000000000e+03, 3.98412499892629576e-04,-8.00000000000000000e+01
 1.07500000000000000e+03, 3.98412502698057883e-04,-8.00000000000000000e+01
 1.10000000000000000e+03, 3.98412505503486245e-04,-8.00000000000000000e+01
 1.12500000000000000e+03, 3.98412508308914389e-04,-8.00000000000000000e+01
 1.15000000000000000e+03, 3.98412511114342642e-04,-8.00000000000000000e+01
 1.17500000000000000e+03, 3.98412513919770949e-04,-8.00000000000000000e+01
 1.20000000000000000e+03, 3.98412516725199311e-04,-8.00000000000000000e+01
 1.22500000000000000e+03, 3.98412519530627564e-04,-8.00000000000000000e+01
