"current","time","voltage"
-4.39782987236538372e-03, 0.00000000000000000e+00,-8.00000000000000000e+01
-2.22852590811705277e-03, 2.50000000000000000e+01,-8.00000000000000000e+01
 1.12295728523809373e-03, 5.00000000000000000e+01,-8.00000000000000000e+01
 2.10016184821291507e-04, 7.50000000000000000e+01,-8.00000000000000000e+01
-1.16531164148052238e-03, 1.00000000000000000e+02,-8.00000000000000000e+01
-1.84117000586855955e-05, 1.25000000000000000e+02,-8.00000000000000000e+01
-1.25561414520386711e-03, 1.50000000000000000e+02,-7.99999999999999858e+01
 9.38274704862153788e-04, 1.75000000000000000e+02,-8.00000000000000000e+01
 3.02177619274284111e-03, 2.00000000000000000e+02,-8.00000000000000000e+01
-2.85468243839070665e-04, 2.25000000000000000e+02,-8.00000000000000000e+01
-4.09577671237516122e-03, 2.50000000000000000e+02,-8.00000000000000000e+01
 9.65134747803748591e-04, 2.75000000000000000e+02,-8.00000000000000000e+01
-3.08259132299512108e-03, 3.00000000000000000e+02,-8.00000000000000000e+01
-3.58599146667391258e-04, 3.25000000000000000e+02,-8.00000000000000000e+01
 1.56813068750526587e-03, 3.50000000000000000e+02,-8.00000000000000000e+01
-1.27826185429946162e-03, 3.75000000000000000e+02,-8.00000000000000000e+01
 3.92735103549181602e-03, 4.00000000000000000e+02,-8.00000000000000000e+01
 4.94352961191841275e-04, 4.25000000000000000e+02,-8.00000000000000000e+01
 3.09508115373090080e-03, 4.50000000000000000e+02,-8.00000000000000000e+01
 5.90879593525389202e-04, 4.75000000000000000e+02,-8.00000000000000000e+01
-4.42527156893119116e-04, 5.00000000000000000e+02,-8.00000000000000000e+01
 4.75291438057640536e-04, 5.25000000000000000e+02,-8.00000000000000000e+01
 3.75159317512709285e-04, 5.50000000000000000e+02,-8.00000000000000000e+01
-2.58307417309015677e-04, 5.75000000000000000e+02,-8.00000000000000000e+01
-5.14464575102444466e-04, 6.00000000000000000e+02,-8.00000000000000000e+01
-9.60201299534904629e-04, 6.25000000000000000e+02,-8.00000000000000000e+01
