"current","time","voltage"
 1.51685039529621847e-02, 0.00000000000000000e+00,-8.00000000000000000e+01
-2.21358784492616464e-02, 2.50000000000000000e+01,-8.00000000000000142e+01
 3.17185266451815925e-02, 5.00000000000000000e+01,-8.00000000000000000e+01
 2.02177191972530215e-02, 7.50000000000000000e+01,-8.00000000000000000e+01
 2.57290445858571054e-02, 1.00000000000000000e+02,-8.00000000000000000e+01
 1.67920729533103733e-02, 1.25000000000000000e+02,-8.00000000000000000e+01
 1.08461858611417182e-02, 1.50000000000000000e+02,-8.00000000000000000e+01
 3.59900776172007199e-03, 1.75000000000000000e+02,-8.00000000000000000e+01
 2.21636417800004024e-02, 2.00000000000000000e+02,-8.00000000000000000e+01
 1.07363280877786713e-02, 2.25000000000000000e+02,-8.00000000000000000e+01
 1.10661667879306536e-02, 2.50000000000000000e+02,-8.00000000000000000e+01
 1.60733827290101133e-02, 2.75000000000000000e+02,-8.00000000000000000e+01
 1.82048573722695742e-02, 3.00000000000000000e+02,-8.00000000000000000e+01
 2.68611288389986255e-02, 3.25000000000000000e+02,-7.99999999999999858e+01
-3.95968385239933718e-04, 3.50000000000000000e+02,-8.00000000000000000e+01
 1.15914970079152510e-02, 3.75000000000000000e+02,-8.00000000000000000e+01
 6.85946644376887217e-03, 4.00000000000000000e+02,-8.00000000000000000e+01
 1.64104850027767535e-02, 4.25000000000000000e+02,-8.00000000000000000e+01
 2.05735898904005760e-02, 4.50000000000000000e+02,-8.00000000000000000e+01
 1.59516015663799075e-02, 4.75000000000000000e+02,-8.00000000000000000e+01
-8.11009701258895432e-03, 5.00000000000000000e+02,-8.00000000000000000e+01
-5.32760792336660523e-03, 5.25000000000000000e+02,-8.00000000000000000e+01
-7.32496365009486193e-03, 5.50000000000000000e+02,-8.00000000000000000e+01
 2.16903020404038971e-02, 5.75000000000000000e+02,-7.99999999999999858e+01
 4.52287328591583632e-05, 6.00000000000000000e+02,-8.00000000000000000e+01
 1.48623558374927148e-02, 6.25000000000000000e+02,-8.00000000000000000e+01
 1.27314962772384146e-02, 6.50000000000000000e+02,-8.00000000000000000e+01
 2.52400333072284183e-03, 6.75000000000000000e+02,-8.00000000000000000e+01
 7.25687582504913609e-03, 7.00000000000000000e+02,-8.00000000000000000e+01
 1.71781790149647048e-02, 7.25000000000000000e+02,-8.00000000000000000e+01
-6.23595660021527241e-04, 7.50000000000000000e+02,-8.00000000000000000e+01
-1.72771751650676805e-02, 7.75000000000000000e+02,-7.99999999999999858e+01
-1.87492211615032829e-04, 8.00000000000000000e+02,-8.00000000000000000e+01
-1.26834115697680699e-02, 8.25000000000000000e+02,-8.00000000000000000e+01
 1.93933187289285353e-02, 8.50000000000000000e+02,-8.00000000000000000e+01
 1.01676667062543594e-03, 8.75000000000000000e+02,-8.00000000000000000e+01
-1.36697760972052142e-02, 9.00000000000000000e+02,-7.99999999999999858e+01
-1.77324736017215288e-02, 9.25000000000000000e+02,-8.00000000000000000e+01
 3.35281559664782208e-02, 9.50000000000000000e+02,-8.00000000000000000e+01
 7.72211825387085146e-03, 9.75000000000000000e+02,-8.00000000000000000e+01
-6.13949882541251803e-04, 1.00000000000000000e+03,-8.00000000000000000e+01
-1.00592334666236589e-02, 1.02500000000000000e+03,-8.00000000000000000e+01
-8.75826284315495487e-03, 1.05000000000000000e+03,-8.00000000000000000e+01
-7.08212282682964007e-03, 1.07500000000000000e+03,-8.00000000000000000e+01
 2.74221232938448092e-02, 1.10000000000000000e+03,-8.00000000000000000e+01
 6.93230307397479061e-03, 1.12500000000000000e+03,-8.00000000000000000e+01
 6.33337720713231331e-03, 1.15000000000000000e+03,-8.00000000000000000e+01
 2.45840792181790530e-02, 1.17500000000000000e+03,-8.00000000000000000e+01
-3.33688955132221878e-03, 1.20000000000000000e+03,-8.00000000000000000e+01
 8.03033235533070697e-03, 1.22500000000000000e+03,-8.00000000000000000e+01
 3.74290699604703028e-03, 1.25000000000000000e+03,-7.99999999999999858e+01
 1.07314919718936794e-03, 1.27500000000000000e+03,-8.00000000000000000e+01
-1.27017677905703480e-02, 1.30000000000000000e+03,-8.00000000000000000e+01
-1.94179404625184765e-02, 1.32500000000000000e+03,-8.00000000000000000e+01
-1.78135590718102744e-03, 1.35000000000000000e+03,-8.00000000000000000e+01
-1.64254548134400331e-03, 1.37500000000000000e+03,-7.99999999999999858e+01
 2.20599195202611578e-02, 1.40000000000000000e+03,-8.00000000000000000e+01
-5.43050333552287743e-03, 1.42500000000000000e+03,-8.00000000000000000e+01
 7.47240781406288343e-03, 1.45000000000000000e+03,-8.00000000000000000e+01
 1.22436140632224306e-02, 1.47500000000000000e+03,-8.00000000000000000e+01
 1.20773300710414130e-02, 1.50000000000000000e+03,-7.99999999999999858e+01
 1.04193413732926055e-02, 1.52500000000000000e+03,-8.00000000000000000e+01
-1.28459958734507620e-03, 1.55000000000000000e+03,-8.00000000000000000e+01
-5.09265086671829327e-03, 1.57500000000000000e+03,-7.99999999999999858e+01
-9.98574286537030897e-03, 1.60000000000000000e+03,-8.00000000000000000e+01
 2.95570496139091737e-03, 1.62500000000000000e+03,-8.00000000000000000e+01
 8.45260070780960975e-04, 1.65000000000000000e+03,-8.00000000000000000e+01
 5.40430830046336255e-03, 1.67500000000000000e+03,-8.00000000000000000e+01
 1.84350590989879118e-02, 1.70000000000000000e+03,-8.00000000000000000e+01
 2.91128756915775460e-03, 1.72500000000000000e+03,-7.99999999999999858e+01
 2.00306533597409062e-02, 1.75000000000000000e+03,-8.00000000000000000e+01
-2.27878011250065328e-02, 1.77500000000000000e+03,-8.00000000000000000e+01
 2.50489679840702022e-02, 1.80000000000000000e+03,-7.99999999999999858e+01
 1.32549680000608634e-02, 1.82500000000000000e+03,-8.00000000000000000e+01
 8.33916891255050315e-03, 1.85000000000000000e+03,-8.00000000000000000e+01
 6.50352256889736354e-04, 1.87500000000000000e+03,-8.00000000000000000e+01
-1.32380644909334162e-02, 1.90000000000000000e+03,-8.00000000000000000e+01
-2.31639476470763134e-02, 1.92500000000000000e+03,-8.00000000000000000e+01
 9.43331384964956644e-03, 1.95000000000000000e+03,-8.00000000000000000e+01
 8.48421081999150423e-03, 1.97500000000000000e+03,-8.00000000000000000e+01
 8.09091778583829677e-03, 2.00000000000000000e+03,-8.00000000000000000e+01
-2.74584554180196116e-02, 2.02500000000000000e+03,-1.00000000000000000e+02
-7.34253906081427932e-03, 2.05000000000000000e+03,-1.00000000000000014e+02
-1.12844683507382082e-02, 2.07500000000000000e+03,-1.00000000000000000e+02
-1.50386720248534902e-02, 2.10000000000000000e+03,-1.00000000000000000e+02
-6.88238022453003390e-03, 2.12500000000000000e+03,-1.00000000000000000e+02
-1.68896401846750574e-02, 2.15000000000000000e+03,-1.00000000000000000e+02
-1.93164395141113138e-02, 2.17500000000000000e+03,-1.00000000000000000e+02
-3.31942096269176729e-02, 2.20000000000000000e+03,-9.99999999999999858e+01
