"current","time","voltage"
 6.21127196291135142e-06, 0.00000000000000000e+00,-8.00000000000000000e+01
 6.21080859295021992e-06, 2.50000000000000000e+01,-8.00000000000000000e+01
 6.21034713465080988e-06, 5.00000000000000000e+01,-8.00000000000000000e+01
 6.20988567635139984e-06, 7.50000000000000000e+01,-8.00000000000000000e+01
 6.20942421805198895e-06, 1.00000000000000000e+02,-8.00000000000000000e+01
 6.20896275975257806e-06, 1.25000000000000000e+02,-8.00000000000000000e+01
 6.20850130145316633e-06, 1.50000000000000000e+02,-7.99999999999999858e+01
 6.20803984315375629e-06, 1.75000000000000000e+02,-8.00000000000000000e+01
 6.20757838485434540e-06, 2.00000000000000000e+02,-8.00000000000000000e+01
 6.20711692655493536e-06, 2.25000000000000000e+02,-8.00000000000000000e+01
 6.20665546825552363e-06, 2.50000000000000000e+02,-8.00000000000000000e+01
 6.20619400995611358e-06, 2.75000000000000000e+02,-8.00000000000000000e+01
 6.20573255165670354e-06, 3.00000000000000000e+02,-8.00000000000000000e+01
 6.20527109335729181e-06, 3.25000000000000000e+02,-8.00000000000000000e+01
 6.20480963505788092e-06, 3.50000000000000000e+02,-8.00000000000000000e+01
 6.20434817675847004e-06, 3.75000000000000000e+02,-8.00000000000000000e+01
 6.20388671845905999e-06, 4.00000000000000000e+02,-8.00000000000000000e+01
 6.20342526015964911e-06, 4.25000000000000000e+02,-8.00000000000000000e+01
 6.20296380186023822e-06, 4.50000000000000000e+02,-8.00000000000000000e+01
 6.20250234356082818e-06, 4.75000000000000000e+02,-8.00000000000000000e+01
 6.20204088526141729e-06, 5.00000000000000000e+02,-8.00000000000000000e+01
 6.20157942696200725e-06, 5.25000000000000000e+02,-8.00000000000000000e+01
 6.20111796866259636e-06, 5.50000000000000000e+02,-8.00000000000000000e+01
 6.20065651036318548e-06, 5.75000000000000000e+02,-8.00000000000000000e+01
 6.20019505206377459e-06, 6.00000000000000000e+02,-8.00000000000000000e+01
 6.19973359376436370e-06, 6.25000000000000000e+02,-8.00000000000000000e+01
 6.19927213546495281e-06, 6.50000000000000000e+02,-7.99999999999999858e+01
 6.19881067716554277e-06, 6.75000000000000000e+02,-8.00000000000000000e+01
 6.19854932924107546e-06, 7.00000000000000000e+02,-8.00000000000000000e+01
 6.19845900813847336e-06, 7.25000000000000000e+02,-8.00000000000000000e+01
 6.19836868703587210e-06, 7.50000000000000000e+02,-8.00000000000000000e+01
 6.19827836593327000e-06, 7.75000000000000000e+02,-8.00000000000000000e+01
 6.19818804483066874e-06, 8.00000000000000000e+02,-8.00000000000000000e+01
 6.19809772372806833e-06, 8.25000000000000000e+02,-8.00000000000000142e+01
 6.19800740262546623e-06, 8.50000000000000000e+02,-8.00000000000000142e+01
 6.19791708152286413e-06, 8.75000000000000000e+02,-8.00000000000000142e+01
 6.19782676042026203e-06, 9.00000000000000000e+02,-8.00000000000000142e+01
 6.19773643931765992e-06, 9.25000000000000000e+02,-8.00000000000000142e+01
 6.19764611821505867e-06, 9.50000000000000000e+02,-8.00000000000000142e+01
 6.19755579711245741e-06, 9.75000000000000000e+02,-8.00000000000000142e+01
 6.19746547600985531e-06, 1.00000000000000000e+03,-8.00000000000000142e+01
 6.19737515490725321e-06, 1.02500000000000000e+03,-8.00000000000000142e+01
 6.19728483380465195e-06, 1.05000000000000000e+03,-8.00000000000000142e+01
 6.19719451270205069e-06, 1.07500000000000000e+03,-8.00000000000000142e+01
 6.19710419159944859e-06, 1.10000000000000000e+03,-8.00000000000000000e+01
 6.19701387049684649e-06, 1.12500000000000000e+03,-8.00000000000000000e+01
 6.19692354939424523e-06, 1.15000000000000000e+03,-8.00000000000000000e+01
 6.19683322829164398e-06, 1.17500000000000000e+03,-8.00000000000000000e+01
 6.19674290718904188e-06, 1.20000000000000000e+03,-8.00000000000000142e+01
 6.19665258608643977e-06, 1.22500000000000000e+03,-8.00000000000000000e+01
 6.19656226498383767e-06, 1.25000000000000000e+03,-8.00000000000000000e+01
 6.19647194388123641e-06, 1.27500000000000000e+03,-8.00000000000000000e+01
 6.19638162277863516e-06, 1.30000000000000000e+03,-8.00000000000000142e+01
 6.19629130167603390e-06, 1.32500000000000000e+03,-8.00000000000000142e+01
 6.19620098057343180e-06, 1.35000000000000000e+03,-8.00000000000000142e+01
 6.19611065947083054e-06, 1.37500000000000000e+03,-8.00000000000000142e+01
 6.19602033836822844e-06, 1.40000000000000000e+03,-8.00000000000000142e+01
 6.19593001726562719e-06, 1.42500000000000000e+03,-8.00000000000000284e+01
 6.19583969616302424e-06, 1.45000000000000000e+03,-8.00000000000000000e+01
 6.19574937506042298e-06, 1.47500000000000000e+03,-8.00000000000000000e+01
 6.19565905395782173e-06, 1.50000000000000000e+03,-8.00000000000000000e+01
 6.19556873285521962e-06, 1.52500000000000000e+03,-8.00000000000000142e+01
 6.19547841175261752e-06, 1.55000000000000000e+03,-8.00000000000000142e+01
 6.19538809065001542e-06, 1.57500000000000000e+03,-8.00000000000000142e+01
 6.19529776954741416e-06, 1.60000000000000000e+03,-8.00000000000000142e+01
 6.19520744844481291e-06, 1.62500000000000000e+03,-8.00000000000000142e+01
 6.19511712734221080e-06, 1.65000000000000000e+03,-8.00000000000000142e+01
 6.19502680623960955e-06, 1.67500000000000000e+03,-8.00000000000000142e+01
 6.19493648513700745e-06, 1.70000000000000000e+03,-8.00000000000000142e+01
 6.19484616403440619e-06, 1.72500000000000000e+03,-8.00000000000000142e+01
 6.19475584293180409e-06, 1.75000000000000000e+03,-8.00000000000000142e+01
 6.19466552182920283e-06, 1.77500000000000000e+03,-8.00000000000000142e+01
 6.19457520072660073e-06, 1.80000000000000000e+03,-8.00000000000000142e+01
 6.19448487962399947e-06, 1.82500000000000000e+03,-8.00000000000000142e+01
 6.19439455852139822e-06, 1.85000000000000000e+03,-8.00000000000000284e+01
 6.19430423741879611e-06, 1.87500000000000000e+03,-8.00000000000000284e+01
 6.19421391631619486e-06, 1.90000000000000000e+03,-8.00000000000000284e+01
 6.19412359521359191e-06, 1.92500000000000000e+03,-8.00000000000000142e+01
 6.19403327411099065e-06, 1.95000000000000000e+03,-8.00000000000000142e+01
 6.19394295300838855e-06, 1.97500000000000000e+03,-8.00000000000000142e+01
 6.19385263190578645e-06, 2.00000000000000000e+03,-8.00000000000000000e+01
-1.60881982184584105e-05, 2.02500000000000000e+03,-1.00000000000000000e+02
-1.41105321979211039e-05, 2.05000000000000000e+03,-1.00000000000000000e+02
-1.24577184575023834e-05, 2.07500000000000000e+03,-1.00000000000000000e+02
-1.10226007035600741e-05, 2.10000000000000000e+03,-1.00000000000000000e+02
-9.77858894793480387e-06, 2.12500000000000000e+03,-1.00000000000000000e+02
-8.66172498214239789e-06, 2.15000000000000000e+03,-1.00000000000000014e+02
-7.66234587610127578e-06, 2.17500000000000000e+03,-1.00000000000000000e+02
-6.77009936824382608e-06, 2.20000000000000000e+03,-1.00000000000000014e+02
-6.02069904245513318e-06, 2.22500000000000000e+03,-1.00000000000000000e+02
-5.32843035604412628e-06, 2.25000000000000000e+03,-1.00000000000000014e+02
-4.76983966265624104e-06, 2.27500000000000000e+03,-1.00000000000000000e+02
-4.23506851578145115e-06, 2.30000000000000000e+03,-1.00000000000000000e+02
-3.79244867530191003e-06, 2.32500000000000000e+03,-1.00000000000000000e+02
-3.38209075375082017e-06, 2.35000000000000000e+03,-1.00000000000000014e+02
-3.05144952243228918e-06, 2.37500000000000000e+03,-1.00000000000000000e+02
-2.72080829111375861e-06, 2.40000000000000000e+03,-1.00000000000000000e+02
-2.41892235603220761e-06, 2.42500000000000000e+03,-1.00000000000000000e+02
-2.19143650552479627e-06, 2.45000000000000000e+03,-1.00000000000000000e+02
-1.96395065501738535e-06, 2.47500000000000000e+03,-1.00000000000000000e+02
-1.75569021349447279e-06, 2.50000000000000000e+03,-1.00000000000000014e+02
-1.59956648439713931e-06, 2.52500000000000000e+03,-1.00000000000000000e+02
-1.44344275529980604e-06, 2.55000000000000000e+03,-1.00000000000000014e+02
-1.30568323712724163e-06, 2.57500000000000000e+03,-1.00000000000000014e+02
-1.22017598872887684e-06, 2.60000000000000000e+03,-1.00000000000000000e+02
-1.13466874033051227e-06, 2.62500000000000000e+03,-1.00000000000000000e+02
-1.04916149193214770e-06, 2.65000000000000000e+03,-1.00000000000000000e+02
-9.63654243533783132e-07, 2.67500000000000000e+03,-1.00000000000000000e+02
-8.78146995135418562e-07, 2.70000000000000000e+03,-1.00000000000000000e+02
-8.07353304248623236e-07, 2.72500000000000000e+03,-1.00000000000000014e+02
-7.87037343886365963e-07, 2.75000000000000000e+03,-1.00000000000000000e+02
